model,model_revision,backend,task,example_id,keyword_strategy,clean_question,context,reference,question_word_count,condition,typo_type,location,severity,actual_severity,severity_achieved,typo_difficulty,mitigation,input_question,corruption_seed,edits,corruption_replicate,actual_char_operations,prediction,em,f1,semantic_correct,accuracy,latency_seconds,error
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,56e20a3ae3433e140042324d,idf,What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems?,"In 1967, Manuel Blum developed an axiomatic complexity theory based on his axioms and proved an important result, the so-called, speed-up theorem. The field really began to flourish in 1971 when the US researcher Stephen Cook and, working independently, Leonid Levin in the USSR, proved that there exist practically relevant problems that are NP-complete. In 1972, Richard Karp took this idea a leap forward with his landmark paper, ""Reducibility Among Combinatorial Problems"", in which he showed that 21 diverse combinatorial and graph theoretical problems, each infamous for its computational intractability, are NP-complete.","[""\""Reducibility Among Combinatorial Problems\"""", ""Reducibility Among Combinatorial Problems"", ""\""Reducibility Among Combinatorial Problems\""""]",23,clean,none,none,0,0,True,none,none,What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems?,,[],,0,"""Reducibility Among Combinatorial Problems""",1.0,1.0,1.0,,0.9238208380002106,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,572f59b4a23a5019007fc58a,idf,What Lake in a German island Mainau receives a fraction of the Rhine's flow?,"The flow of cold, gray mountain water continues for some distance into the lake. The cold water flows near the surface and at first doesn't mix with the warmer, green waters of Upper Lake. But then, at the so-called Rheinbrech, the Rhine water abruptly falls into the depths because of the greater density of cold water. The flow reappears on the surface at the northern (German) shore of the lake, off the island of Lindau. The water then follows the northern shore until Hagnau am Bodensee. A small fraction of the flow is diverted off the island of Mainau into Lake Überlingen. Most of the water flows via the Constance hopper into the Rheinrinne (""Rhine Gutter"") and Seerhein. Depending on the water level, this flow of the Rhine water is clearly visible along the entire length of the lake.","[""Lake Überlingen"", ""Lake Überlingen"", ""Lake Überlingen""]",15,clean,none,none,0,0,True,none,none,What Lake in a German island Mainau receives a fraction of the Rhine's flow?,,[],,0,Lake Überlingen,1.0,1.0,1.0,,0.8350134799998159,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,5727678e5951b619008f8973,idf,What studio does ABC own at 1500 Broadway in NYC?,"ABC also owns the Times Square Studios at 1500 Broadway on land in Times Square owned by a development fund for the 42nd Street Project; opened in 1999, Good Morning America and Nightline are broadcast from this particular facility. ABC News has premises a little further on West 66th Street, in a six-story building occupying a 196 feet (60 m) × 379 feet (116 m) plot at 121–135 West End Avenue. The block of West End Avenue housing the ABC News building was renamed Peter Jennings Way in 2006 in honor of the recently deceased longtime ABC News chief anchor and anchor of World News Tonight.","[""Times Square Studios"", ""Times Square Studios"", ""Times Square Studios""]",9,clean,none,none,0,0,True,none,none,What studio does ABC own at 1500 Broadway in NYC?,,[],,0,Times Square Studios,1.0,1.0,1.0,,0.7002813509998305,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,572867543acd2414000df9a1,idf,How many fraternities are apart of the university?,"There are fifteen fraternities and seven sororities at the University of Chicago, as well as one co-ed community service fraternity, Alpha Phi Omega. Four of the sororities are members of the National Panhellenic Conference, and ten of the fraternities form the University of Chicago Interfraternity Council. In 2002, the Associate Director of Student Activities estimated that 8–10 percent of undergraduates were members of fraternities or sororities. The student activities office has used similar figures, stating that one in ten undergraduates participate in Greek life.","[""fifteen"", ""fifteen"", ""fifteen""]",8,clean,none,none,0,0,True,none,none,How many fraternities are apart of the university?,,[],,0,ten,0.0,0.0,0.0,,0.6093113990000347,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,57275f6ef1498d1400e8f709,idf,At what address did Goldenson secure a new headquarters for ABC?,"In 1965, the corporate entity, American Broadcasting-Paramount Theatres, was renamed as the American Broadcasting Companies,  while its cinema division became ABC Theatres;[citation needed] its recording division was renamed ABC Records in 1966. In December of that year, the ABC television network premiered The Dating Game, a pioneer series in its genre, which was a reworking of the blind date concept in which a suitor selected one of three contestants sight unseen based on the answers to selected questions. This was followed up in July 1966 by The Newlywed Game, featuring three recently married couples who guessed the responses to their partner's questions (some of which were fairly risque). As ABC began to outgrow its facilities at 7 West 66th Street, Goldenson found a new headquarters for ABC in a 44 story building located at 1330 Avenue of the Americas in Manhattan, at the corner of 54th Street (now occupied by The Financial Times's New York office). This operation allowed for the conversion of the premises at 66th Street into production facilities for television and radio programs.","[""1330 Avenue of the Americas in Manhattan"", ""1330 Avenue of the Americas in Manhattan"", ""1330 Avenue of the Americas in Manhattan""]",11,clean,none,none,0,0,True,none,none,At what address did Goldenson secure a new headquarters for ABC?,,[],,0,"1330 Avenue of the Americas in Manhattan, at the corner of 54th Street",0.0,0.7058823529411764,1.0,,1.5053023830000711,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,5730b255396df919000962b4,idf,Who had established the Russian empire to its former glory prior to 1921?,"Bolshevik leaders had effectively reestablished a polity with roughly the same extent as that empire by 1921, however with an internationalist ideology: Lenin in particular asserted the right to limited self-determination for national minorities within the new territory. Beginning in 1923, the policy of ""Indigenization"" [korenizatsiia] was intended to support non-Russians develop their national cultures within a socialist framework. Never formally revoked, it stopped being implemented after 1932. After World War II, the Soviet Union installed socialist regimes modeled on those it had installed in 1919–20 in the old Tsarist Empire in areas its forces occupied in Eastern Europe. The Soviet Union and the People’s Republic of China supported post–World War II communist movements in foreign nations and colonies to advance their own interests, but were not always successful.","[""Bolshevik leaders"", ""Bolshevik leaders"", ""Bolshevik leaders"", ""Bolshevik leaders""]",12,clean,none,none,0,0,True,none,none,Who had established the Russian empire to its former glory prior to 1921?,,[],,0,Bolshevik leaders,1.0,1.0,1.0,,0.8721547610002744,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,57298ef11d0469140077952f,idf,What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,"The unproven Riemann hypothesis, dating from 1859, states that except for s = −2, −4, ..., all zeroes of the ζ-function have real part equal to 1/2. The connection to prime numbers is that it essentially says that the primes are as regularly distributed as possible.[clarification needed] From a physical viewpoint, it roughly states that the irregularity in the distribution of primes only comes from random noise. From a mathematical viewpoint, it roughly states that the asymptotic distribution of primes (about x/log x of numbers less than x are primes, the prime number theorem) also holds for much shorter intervals of length about the square root of x (for intervals near x). This hypothesis is generally believed to be correct. In particular, the simplest assumption is that primes should have no significant irregularities without good reason.","[""random noise"", ""random noise"", ""random noise"", ""random noise""]",17,clean,none,none,0,0,True,none,none,What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,,[],,0,random noise,1.0,1.0,1.0,,0.8057308739998916,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,56f86966aef2371900626053,idf,Which work of Luther's is effective in teaching children?,"Luther's Small Catechism proved especially effective in helping parents teach their children; likewise the Larger Catechism was effective for pastors. Using the German vernacular, they expressed the Apostles' Creed in simpler, more personal, Trinitarian language. He rewrote each article of the Creed to express the character of the Father, the Son, or the Holy Spirit. Luther's goal was to enable the catechumens to see themselves as a personal object of the work of the three persons of the Trinity, each of which works in the catechumen's life. That is, Luther depicted the Trinity not as a doctrine to be learned, but as persons to be known. The Father creates, the Son redeems, and the Spirit sanctifies, a divine unity with separate personalities. Salvation originates with the Father and draws the believer to the Father. Luther's treatment of the Apostles' Creed must be understood in the context of the Decalogue (the Ten Commandments) and the Lord's Prayer, which are also part of the Lutheran catechical teaching.","[""Small Catechism"", ""Small Catechism"", ""Small Catechism""]",10,clean,none,none,0,0,True,none,none,Which work of Luther's is effective in teaching children?,,[],,0,Luther's Small Catechism,0.0,0.8,1.0,,1.0450864720000936,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,5728d5793acd2414000dffb7,idf,How was the civil disobedience shown in Antigone?,"One of the oldest depictions of civil disobedience is in Sophocles' play Antigone, in which Antigone, one of the daughters of former King of Thebes, Oedipus, defies Creon, the current King of Thebes, who is trying to stop her from giving her brother Polynices a proper burial. She gives a stirring speech in which she tells him that she must obey her conscience rather than human law. She is not at all afraid of the death he threatens her with (and eventually carries out), but she is afraid of how her conscience will smite her if she does not do this.","[""obey her conscience rather than human law"", ""She gives a stirring speech"", ""She gives a stirring speech in which she tells him that she must obey her conscience rather than human law"", ""a stirring speech"", ""She gives a stirring speech in which she tells him that she must obey her conscience rather than human law""]",8,clean,none,none,0,0,True,none,none,How was the civil disobedience shown in Antigone?,,[],,0,She gives a stirring speech in which she tells him that she must obey her conscience rather than human law,1.0,1.0,1.0,,1.3249036499996691,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,572684365951b619008f7540,idf,Where do juvenile platyctenids live?,"Development of the fertilized eggs is direct, in other words there is no distinctive larval form, and juveniles of all groups generally resemble miniature cydippid adults. In the genus Beroe the juveniles, like the adults, lack tentacles and tentacle sheaths. In most species the juveniles gradually develop the body forms of their parents. In some groups, such as the flat, bottom-dwelling platyctenids, the juveniles behave more like true larvae, as they live among the plankton and thus occupy a different ecological niche from their parents and attain the adult form by a more radical metamorphosis, after dropping to the sea-floor.","[""among the plankton"", ""among the plankton"", ""among the plankton""]",5,clean,none,none,0,0,True,none,none,Where do juvenile platyctenids live?,,[],,0,among the plankton,1.0,1.0,1.0,,0.7538656750002701,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,570d26efb3d812140066d493,idf,How often are elections held for the Victorian Parliament?,"In November 2006, the Victorian Legislative Council elections were held under a new multi-member proportional representation system. The State of Victoria was divided into eight electorates with each electorate represented by five representatives elected by Single Transferable Vote. The total number of upper house members was reduced from 44 to 40 and their term of office is now the same as the lower house members—four years. Elections for the Victorian Parliament are now fixed and occur in November every four years. Prior to the 2006 election, the Legislative Council consisted of 44 members elected to eight-year terms from 22 two-member electorates.","[""every four years"", ""every four years"", ""four years""]",9,clean,none,none,0,0,True,none,none,How often are elections held for the Victorian Parliament?,,[],,0,every four years,1.0,1.0,1.0,,0.7536662880002041,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,57378c9b1c456719005744a9,idf,What magnetic and electric force acts on a charge?,"Through combining the definition of electric current as the time rate of change of electric charge, a rule of vector multiplication called Lorentz's Law describes the force on a charge moving in a magnetic field. The connection between electricity and magnetism allows for the description of a unified electromagnetic force that acts on a charge. This force can be written as a sum of the electrostatic force (due to the electric field) and the magnetic force (due to the magnetic field). Fully stated, this is the law:","[""unified electromagnetic"", ""unified electromagnetic force"", ""electromagnetic"", ""unified electromagnetic force""]",9,clean,none,none,0,0,True,none,none,What magnetic and electric force acts on a charge?,,[],,0,the electrostatic force due to the electric field and the magnetic force due to the magnetic field,0.0,0.125,0.0,,1.365215361999617,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,57286bb84b864d19001649c8,idf,What kinds of growth did Kublai encourage?,"Kublai Khan promoted commercial, scientific, and cultural growth. He supported the merchants of the Silk Road trade network by protecting the Mongol postal system, constructing infrastructure, providing loans that financed trade caravans, and encouraging the circulation of paper banknotes (鈔, Chao). Pax Mongolica, Mongol peace, enabled the spread of technologies, commodities, and culture between China and the West. Kublai expanded the Grand Canal from southern China to Daidu in the north. Mongol rule was cosmopolitan under Kublai Khan. He welcomed foreign visitors to his court, such as the Venetian merchant Marco Polo, who wrote the most influential European account of Yuan China. Marco Polo's travels would later inspire many others like Christopher Columbus to chart a passage to the Far East in search of its legendary wealth.","[""commercial, scientific, and cultural"", ""commercial, scientific, and cultural"", ""commercial, scientific, and cultural""]",7,clean,none,none,0,0,True,none,none,What kinds of growth did Kublai encourage?,,[],,0,commercial scientific cultural,0.0,0.8571428571428571,0.0,,0.8675860530001955,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,5727f746ff5b5019007d9960,idf,What was the name of the first episode of the new Doctor Who series?,"Doctor Who finally returned with the episode ""Rose"" on BBC One on 26 March 2005. There have since been nine further series in 2006–2008 and 2010–2015, and Christmas Day specials every year since 2005. No full series was filmed in 2009, although four additional specials starring David Tennant were made. In 2010, Steven Moffat replaced Davies as head writer and executive producer. In January 2016, Moffat announced that he would step down after the 2017 finale, to be replaced by Chris Chibnall in 2018. In addition, Series 10 will debut in Spring 2017, with a Christmas special broadcast in 2016.","[""Rose"", ""Rose"", ""Rose""]",14,clean,none,none,0,0,True,none,none,What was the name of the first episode of the new Doctor Who series?,,[],,0,Rose,1.0,1.0,1.0,,0.6772313340002256,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,5706074552bb8914006897d6,idf,Each of the extended metropolitan areas has a population that exceeds what number?,"Southern California consists of one Combined Statistical Area, eight Metropolitan Statistical Areas, one international metropolitan area, and multiple metropolitan divisions. The region is home to two extended metropolitan areas that exceed five million in population. These are the Greater Los Angeles Area at 17,786,419, and San Diego–Tijuana at 5,105,768. Of these metropolitan areas, the Los Angeles-Long Beach-Santa Ana metropolitan area, Riverside-San Bernardino-Ontario metropolitan area, and Oxnard-Thousand Oaks-Ventura metropolitan area form Greater Los Angeles; while the El Centro metropolitan area and San Diego-Carlsbad-San Marcos metropolitan area form the Southern Border Region. North of Greater Los Angeles are the Santa Barbara, San Luis Obispo, and Bakersfield metropolitan areas.","[""five million"", ""five million"", ""five million""]",13,clean,none,none,0,0,True,none,none,Each of the extended metropolitan areas has a population that exceeds what number?,,[],,0,five million,1.0,1.0,1.0,,0.7011780179996094,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,5728f50baf94a219006a9e57,idf,Why is giving a defiant speech sometimes more harmful for the individual?,"Some civil disobedience defendants choose to make a defiant speech, or a speech explaining their actions, in allocution. In U.S. v. Burgos-Andujar, a defendant who was involved in a movement to stop military exercises by trespassing on U.S. Navy property argued to the court in allocution that ""the ones who are violating the greater law are the members of the Navy"". As a result, the judge increased her sentence from 40 to 60 days. This action was upheld because, according to the U.S. Court of Appeals for the First Circuit, her statement suggested a lack of remorse, an attempt to avoid responsibility for her actions, and even a likelihood of repeating her illegal actions. Some of the other allocution speeches given by the protesters complained about mistreatment from government officials.","[""lack of remorse"", ""lack of remorse"", ""the judge increased her sentence"", ""statement suggested a lack of remorse""]",12,clean,none,none,0,0,True,none,none,Why is giving a defiant speech sometimes more harmful for the individual?,,[],,0,"because it suggests a lack of remorse, an attempt to avoid responsibility for her actions, and even a likelihood of repeating her illegal actions",0.0,0.25,1.0,,1.56749836400013,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,57309ef18ab72b1400f9c601,idf,When were Joseph Schumpeter and Norman Angell at their most prolific writing period?,"The correlation between capitalism, aristocracy, and imperialism has long been debated among historians and political theorists. Much of the debate was pioneered by such theorists as J. A. Hobson (1858–1940), Joseph Schumpeter (1883–1950), Thorstein Veblen (1857–1929), and Norman Angell (1872–1967). While these non-Marxist writers were at their most prolific before World War I, they remained active in the interwar years. Their combined work informed the study of imperialism and it's impact on Europe, as well as contributed to reflections on the rise of the military-political complex in the United States from the 1950s. Hobson argued that domestic social reforms could cure the international disease of imperialism by removing its economic foundation. Hobson theorized that state intervention through taxation could boost broader consumption, create wealth, and encourage a peaceful, tolerant, multipolar world order.","[""before World War I"", ""World War I"", ""before World War I"", ""before World War I"", ""before World War I,""]",13,clean,none,none,0,0,True,none,none,When were Joseph Schumpeter and Norman Angell at their most prolific writing period?,,[],,0,While these non-Marxist writers were at their most prolific before World War I,0.0,0.47058823529411764,1.0,,1.3576132739999593,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,5727ec062ca10214002d99b9,idf,How do competing businesses attract workers?,"In a purely capitalist mode of production (i.e. where professional and labor organizations cannot limit the number of workers) the workers wages will not be controlled by these organizations, or by the employer, but rather by the market. Wages work in the same way as prices for any other good. Thus, wages can be considered as a function of market price of skill. And therefore, inequality is driven by this price. Under the law of supply and demand, the price of skill is determined by a race between the demand for the skilled worker and the supply of the skilled worker. ""On the other hand, markets can also concentrate wealth, pass environmental costs on to society, and abuse workers and consumers."" ""Markets, by themselves, even when they are stable, often lead to high levels of inequality, outcomes that are widely viewed as unfair."" Employers who offer a below market wage will find that their business is chronically understaffed. Their competitors will take advantage of the situation by offering a higher wage the best of their labor. For a businessman who has the profit motive as the prime interest, it is a losing proposition to offer below or above market wages to workers.","[""offering a higher wage"", ""by offering a higher wage"", ""offering a higher wage the best of their labor""]",6,clean,none,none,0,0,True,none,none,How do competing businesses attract workers?,,[],,0,by offering a higher wage,1.0,1.0,1.0,,1.1074548080000568,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,56d99179dc89441400fdb56d,idf,How many teams up to Super Bowl 50 have been to the championship game eight times?,"For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.","[""four"", ""four"", ""four""]",15,clean,none,none,0,0,True,none,none,How many teams up to Super Bowl 50 have been to the championship game eight times?,,[],,0,four,1.0,1.0,1.0,,0.6634653350001827,
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,5711607f2419e314009555cf,idf,What plants create most electric power?,"The weight of boilers and condensers generally makes the power-to-weight ratio of a steam plant lower than for internal combustion engines. For mobile applications steam has been largely superseded by internal combustion engines or electric motors. However, most electric power is generated using steam turbine plant, so that indirectly the world's industry is still dependent on steam power. Recent concerns about fuel sources and pollution have incited a renewed interest in steam both as a component of cogeneration processes and as a prime mover. This is becoming known as the Advanced Steam movement.[citation needed]","[""steam turbine"", ""steam turbine"", ""steam turbine plant"", ""steam turbine plant""]",6,clean,none,none,0,0,True,none,none,What plants create most electric power?,,[],,0,steam turbine plant,1.0,1.0,1.0,,0.7116412109999146,
